student_support_id,student_support_content_creator_id,student_support_is_hint,student_support_is_explanation,student_support_message_count,student_support_text_length,student_support_contains_video,student_support_contains_image,student_support_contains_link,student_support_color_use,student_support_font_use,student_support_text_size_use
1185958,485865,0,1,1,6,1,0,0,0,0,0
1185959,436143,0,1,1,7,1,0,0,0,0,0
1185960,436143,0,1,1,7,1,0,0,0,0,0
1185961,436143,0,1,1,7,1,0,0,0,0,0
1185962,436143,0,1,1,7,1,0,0,0,0,0
1185963,436143,0,1,1,7,1,0,0,0,0,0
1185964,436143,0,1,1,7,1,0,0,0,0,0
1185965,436143,0,1,1,7,1,0,0,0,0,0
1185966,436143,0,1,1,7,1,0,0,0,0,0
1185967,436143,0,1,1,7,1,0,0,0,0,0
1185969,436143,0,1,1,7,1,0,0,0,0,0
1185970,436143,0,1,1,7,1,0,0,0,0,0
1185971,436143,0,1,1,7,1,0,0,0,0,0
1185996,436919,0,1,1,6,1,0,0,0,0,0
1185997,436919,0,1,1,6,1,0,0,0,0,0
1186019,436919,0,1,1,6,1,0,0,0,0,0
1186020,436919,0,1,1,6,1,0,0,0,0,0
1186021,436919,0,1,1,6,1,0,0,0,0,0
1186027,485865,0,1,1,6,1,0,0,0,0,0
1186120,436143,0,1,1,7,1,0,0,0,0,0
1186121,436143,0,1,1,7,1,0,0,0,0,0
1186122,436143,0,1,1,7,1,0,0,0,0,0
1186123,436143,0,1,1,7,1,0,0,0,0,0
1186124,436143,0,1,1,7,1,0,0,0,0,0
1186125,436143,0,1,1,7,1,0,0,0,0,0
1186126,436143,0,1,1,7,1,0,0,0,0,0
1186152,436143,0,1,1,7,1,0,0,0,0,0
1186153,436143,0,1,1,7,1,0,0,0,0,0
1186154,436143,0,1,1,7,1,0,0,0,0,0
1186155,436143,0,1,1,7,1,0,0,0,0,0
1186169,436919,0,1,1,6,1,0,0,0,0,0
1186170,436919,0,1,1,6,1,0,0,0,0,0
1186171,436919,0,1,1,6,1,0,0,0,0,0
1186172,436919,0,1,1,6,1,0,0,0,0,0
1186173,436919,0,1,1,6,1,0,0,0,0,0
1186174,436919,0,1,1,6,1,0,0,0,0,0
1186175,436919,0,1,1,6,1,0,0,0,0,0
1186176,436919,0,1,1,6,1,0,0,0,0,0
1186183,436143,0,1,1,7,1,0,0,0,0,0
1186184,436143,0,1,1,7,1,0,0,0,0,0
1186185,436143,0,1,1,7,1,0,0,0,0,0
1186186,436143,0,1,1,7,1,0,0,0,0,0
1186187,436143,0,1,1,7,1,0,0,0,0,0
1186211,436143,0,1,1,7,1,0,0,0,0,0
1186212,436143,0,1,1,7,1,0,0,0,0,0
1186213,436143,0,1,1,7,1,0,0,0,0,0
1186214,436143,0,1,1,7,1,0,0,0,0,0
1186215,436143,0,1,1,7,1,0,0,0,0,0
1186218,436143,0,1,1,7,1,0,0,0,0,0
1186574,485865,0,1,1,6,1,0,0,0,0,0
1186575,485865,0,1,1,6,1,0,0,0,0,0
1186576,485865,0,1,1,6,1,0,0,0,0,0
1186577,485865,0,1,1,6,1,0,0,0,0,0
1186587,485865,0,1,1,6,1,0,0,0,0,0
1186588,485865,0,1,1,6,1,0,0,0,0,0
1186589,485865,0,1,1,6,1,0,0,0,0,0
1186590,485865,0,1,1,6,1,0,0,0,0,0
1186591,485865,0,1,1,6,1,0,0,0,0,0
1186598,485865,0,1,1,6,1,0,0,0,0,0
1186599,485865,0,1,1,6,1,0,0,0,0,0
1186600,485865,0,1,1,6,1,0,0,0,0,0
1186601,485865,0,1,1,6,1,0,0,0,0,0
1186602,485865,0,1,1,6,1,0,0,0,0,0
1186603,485865,0,1,1,6,1,0,0,0,0,0
1186604,485865,0,1,1,6,1,0,0,0,0,0
1186605,485865,0,1,1,6,1,0,0,0,0,0
1186606,485865,0,1,1,6,1,0,0,0,0,0
1186607,485865,0,1,1,6,1,0,0,0,0,0
1186628,436919,0,1,1,6,1,0,0,0,0,0
1186629,436919,0,1,1,6,1,0,0,0,0,0
1186630,436919,0,1,1,6,1,0,0,0,0,0
1186631,436919,0,1,1,6,1,0,0,0,0,0
1186632,436919,0,1,1,6,1,0,0,0,0,0
1186633,436919,0,1,1,6,1,0,0,0,0,0
1186634,436919,0,1,1,6,1,0,0,0,0,0
1186695,436919,0,1,1,6,1,0,0,0,0,0
1186696,436919,0,1,1,6,1,0,0,0,0,0
1186697,436919,0,1,1,6,1,0,0,0,0,0
1186708,436143,0,1,1,7,1,0,0,0,0,0
1186709,436143,0,1,1,7,1,0,0,0,0,0
1186710,436143,0,1,1,7,1,0,0,0,0,0
1186711,436143,0,1,1,7,1,0,0,0,0,0
1186712,436143,0,1,1,7,1,0,0,0,0,0
1186713,436143,0,1,1,7,1,0,0,0,0,0
1186714,436919,0,1,1,6,1,0,0,0,0,0
1186715,436919,0,1,1,6,1,0,0,0,0,0
1186716,436919,0,1,1,6,1,0,0,0,0,0
1186717,436143,0,1,1,7,1,0,0,0,0,0
1186718,436143,0,1,1,7,1,0,0,0,0,0
1186719,436143,0,1,1,7,1,0,0,0,0,0
1186720,436143,0,1,1,7,1,0,0,0,0,0
1186721,436143,0,1,1,7,1,0,0,0,0,0
1186722,436143,0,1,1,7,1,0,0,0,0,0
1186723,436143,0,1,1,7,1,0,0,0,0,0
1186724,436143,0,1,1,7,1,0,0,0,0,0
1186733,436919,0,1,1,6,1,0,0,0,0,0
1186734,436919,0,1,1,6,1,0,0,0,0,0
1186735,436919,0,1,1,6,1,0,0,0,0,0
1186754,485865,0,1,1,6,1,0,0,0,0,0
1186760,485865,0,1,1,6,1,0,0,0,0,0
1186761,485865,0,1,1,6,1,0,0,0,0,0
1186762,485865,0,1,1,6,1,0,0,0,0,0
1186763,485865,0,1,1,6,1,0,0,0,0,0
1186764,485865,0,1,1,6,1,0,0,0,0,0
1186765,485865,0,1,1,6,1,0,0,0,0,0
1186766,485865,0,1,1,6,1,0,0,0,0,0
1187026,485865,0,1,1,6,1,0,0,0,0,0
1187934,485865,0,1,1,6,1,0,0,0,0,0
1187935,485865,0,1,1,6,1,0,0,0,0,0
1187938,485865,0,1,1,6,1,0,0,0,0,0
1187939,485865,0,1,1,6,1,0,0,0,0,0
1187949,485865,0,1,1,6,1,0,0,0,0,0
1187950,485865,0,1,1,6,1,0,0,0,0,0
1187954,485865,0,1,1,6,1,0,0,0,0,0
1187955,485865,0,1,1,6,1,0,0,0,0,0
1187958,485865,0,1,1,6,1,0,0,0,0,0
1187961,485865,0,1,1,6,1,0,0,0,0,0
1188656,485865,0,1,1,6,1,0,0,0,0,0
1188657,485865,0,1,1,6,1,0,0,0,0,0
1188658,485865,0,1,1,6,1,0,0,0,0,0
1188659,485865,0,1,1,6,1,0,0,0,0,0
1188660,485865,0,1,1,6,1,0,0,0,0,0
1188661,485865,0,1,1,6,1,0,0,0,0,0
1188662,485865,0,1,1,6,1,0,0,0,0,0
1189711,485865,0,1,1,6,1,0,0,0,0,0
1189712,485865,0,1,1,6,1,0,0,0,0,0
1189713,485865,0,1,1,6,1,0,0,0,0,0
1189714,485865,0,1,1,6,1,0,0,0,0,0
1189717,485865,0,1,1,6,1,0,0,0,0,0
1189718,485865,0,1,1,6,1,0,0,0,0,0
1189719,485865,0,1,1,6,1,0,0,0,0,0
1189720,485865,0,1,1,6,1,0,0,0,0,0
1190745,485865,0,1,1,6,1,0,0,0,0,0
1190746,485865,0,1,1,6,1,0,0,0,0,0
1190747,485865,0,1,1,6,1,0,0,0,0,0
1190748,485865,0,1,1,6,1,0,0,0,0,0
1190749,485865,0,1,1,6,1,0,0,0,0,0
1190750,485865,0,1,1,6,1,0,0,0,0,0
1190751,485865,0,1,1,6,1,0,0,0,0,0
1190752,485865,0,1,1,6,1,0,0,0,0,0
1190753,485865,0,1,1,6,1,0,0,0,0,0
1190754,485865,0,1,1,6,1,0,0,0,0,0
1190755,485865,0,1,1,6,1,0,0,0,0,0
1190756,485865,0,1,1,6,1,0,0,0,0,0
1190761,485865,0,1,1,6,1,0,0,0,0,0
1190762,485865,0,1,1,6,1,0,0,0,0,0
1190763,485865,0,1,1,6,1,0,0,0,0,0
1190764,485865,0,1,1,6,1,0,0,0,0,0
1191325,485865,0,1,1,6,1,0,0,0,0,0
1191326,485865,0,1,1,6,1,0,0,0,0,0
1191327,485865,0,1,1,6,1,0,0,0,0,0
1191328,485865,0,1,1,6,1,0,0,0,0,0
1191329,485865,0,1,1,6,1,0,0,0,0,0
1191330,485865,0,1,1,6,1,0,0,0,0,0
1191332,485865,0,1,1,6,1,0,0,0,0,0
1191333,485865,0,1,1,6,1,0,0,0,0,0
1191337,485865,0,1,1,6,1,0,0,0,0,0
1191338,485865,0,1,1,6,1,0,0,0,0,0
1191339,485865,0,1,1,6,1,0,0,0,0,0
1191340,485865,0,1,1,6,1,0,0,0,0,0
1191341,485865,0,1,1,6,1,0,0,0,0,0
1191342,485865,0,1,1,6,1,0,0,0,0,0
1191343,485865,0,1,1,6,1,0,0,0,0,0
1191463,436143,0,1,1,7,1,0,0,0,0,0
1191464,436143,0,1,1,7,1,0,0,0,0,0
1191465,436143,0,1,1,7,1,0,0,0,0,0
1191466,436143,0,1,1,7,1,0,0,0,0,0
1191467,436143,0,1,1,7,1,0,0,0,0,0
1191468,436143,0,1,1,7,1,0,0,0,0,0
1191469,436143,0,1,1,7,1,0,0,0,0,0
1191470,436143,0,1,1,7,1,0,0,0,0,0
1191471,436143,0,1,1,7,1,0,0,0,0,0
1191472,436143,0,1,1,7,1,0,0,0,0,0
1191473,436143,0,1,1,7,1,0,0,0,0,0
1191474,436143,0,1,1,7,1,0,0,0,0,0
1191475,436143,0,1,1,7,1,0,0,0,0,0
1191476,436143,0,1,1,7,1,0,0,0,0,0
1191477,436143,0,1,1,7,1,0,0,0,0,0
1191478,436143,0,1,1,7,1,0,0,0,0,0
1191479,436143,0,1,1,7,1,0,0,0,0,0
1191480,436143,0,1,1,7,1,0,0,0,0,0
1191481,436143,0,1,1,7,1,0,0,0,0,0
1191482,436143,0,1,1,7,1,0,0,0,0,0
1191483,436143,0,1,1,7,1,0,0,0,0,0
1191484,436143,0,1,1,7,1,0,0,0,0,0
1191485,436143,0,1,1,7,1,0,0,0,0,0
1191486,436143,0,1,1,7,1,0,0,0,0,0
1191487,436143,0,1,1,7,1,0,0,0,0,0
1191488,436143,0,1,1,7,1,0,0,0,0,0
1191489,436919,0,1,1,6,1,0,0,0,0,0
1191490,436919,0,1,1,6,1,0,0,0,0,0
1191491,436919,0,1,1,6,1,0,0,0,0,0
1191493,436919,0,1,1,6,1,0,0,0,0,0
1191495,436143,0,1,1,14,1,0,0,0,0,0
1191496,436143,0,1,1,7,1,0,0,0,0,0
1191498,436143,0,1,1,14,1,0,0,0,0,0
1191510,436143,0,1,1,7,1,0,0,0,0,0
1191511,436143,0,1,1,7,1,0,0,0,0,0
1191512,436143,0,1,1,7,1,0,0,0,0,0
1191513,436143,0,1,1,7,1,0,0,0,0,0
1191514,436143,0,1,1,7,1,0,0,0,0,0
1191515,436143,0,1,1,7,1,0,0,0,0,0
1191516,436143,0,1,1,7,1,0,0,0,0,0
1191517,436143,0,1,1,7,1,0,0,0,0,0
1191518,436143,0,1,1,7,1,0,0,0,0,0
1191519,436143,0,1,1,7,1,0,0,0,0,0
1191520,436143,0,1,1,7,1,0,0,0,0,0
1191521,436143,0,1,1,7,1,0,0,0,0,0
1191522,436143,0,1,1,7,1,0,0,0,0,0
1191523,436143,0,1,1,7,1,0,0,0,0,0
1191524,436143,0,1,1,7,1,0,0,0,0,0
1191525,436143,0,1,1,7,1,0,0,0,0,0
1191526,436143,0,1,1,7,1,0,0,0,0,0
1191527,436143,0,1,1,7,1,0,0,0,0,0
1191528,436143,0,1,1,7,1,0,0,0,0,0
1191529,436143,0,1,1,7,1,0,0,0,0,0
1191530,436143,0,1,1,7,1,0,0,0,0,0
1191532,436143,0,1,1,7,1,0,0,0,0,0
1191533,436143,0,1,1,7,1,0,0,0,0,0
1191534,436143,0,1,1,7,1,0,0,0,0,0
1191535,436143,0,1,1,7,1,0,0,0,0,0
1191536,436143,0,1,1,7,1,0,0,0,0,0
1191537,436143,0,1,1,7,1,0,0,0,0,0
1191538,436143,0,1,1,7,1,0,0,0,0,0
1191539,436143,0,1,1,7,1,0,0,0,0,0
1191540,436143,0,1,1,7,1,0,0,0,0,0
1191541,436143,0,1,1,7,1,0,0,0,0,0
1191542,436143,0,1,1,7,1,0,0,0,0,0
1191543,436143,0,1,1,7,1,0,0,0,0,0
1191544,436143,0,1,1,7,1,0,0,0,0,0
1191545,436143,0,1,1,7,1,0,0,0,0,0
1191546,436143,0,1,1,7,1,0,0,0,0,0
1191547,436143,0,1,1,7,1,0,0,0,0,0
1191548,436143,0,1,1,7,1,0,0,0,0,0
1191549,436143,0,1,1,7,1,0,0,0,0,0
1191550,436143,0,1,1,7,1,0,0,0,0,0
1191551,436143,0,1,1,7,1,0,0,0,0,0
1191552,436143,0,1,1,7,1,0,0,0,0,0
1191553,436143,0,1,1,7,1,0,0,0,0,0
1191554,436143,0,1,1,7,1,0,0,0,0,0
1191555,436143,0,1,1,7,1,0,0,0,0,0
1191556,436143,0,1,1,7,1,0,0,0,0,0
1191557,436143,0,1,1,7,1,0,0,0,0,0
1191558,436143,0,1,1,7,1,0,0,0,0,0
1191559,436143,0,1,1,7,1,0,0,0,0,0
1191560,436143,0,1,1,7,1,0,0,0,0,0
1191561,436143,0,1,1,7,1,0,0,0,0,0
1191562,436143,0,1,1,7,1,0,0,0,0,0
1191563,436143,0,1,1,7,1,0,0,0,0,0
1191564,436143,0,1,1,7,1,0,0,0,0,0
1191565,436143,0,1,1,7,1,0,0,0,0,0
1191566,436143,0,1,1,7,1,0,0,0,0,0
1191580,436919,0,1,1,6,1,0,0,0,0,0
1191581,436919,0,1,1,6,1,0,0,0,0,0
1191582,436919,0,1,1,6,1,0,0,0,0,0
1191583,436919,0,1,1,6,1,0,0,0,0,0
1191584,436919,0,1,1,6,1,0,0,0,0,0
1191585,436919,0,1,1,6,1,0,0,0,0,0
1191586,436919,0,1,1,6,1,0,0,0,0,0
1191587,436919,0,1,1,6,1,0,0,0,0,0
1191588,436919,0,1,1,6,1,0,0,0,0,0
1191650,485865,0,1,1,6,1,0,0,0,0,0
1191651,485865,0,1,1,6,1,0,0,0,0,0
1191652,485865,0,1,1,6,1,0,0,0,0,0
1191653,485865,0,1,1,6,1,0,0,0,0,0
1191654,485865,0,1,1,6,1,0,0,0,0,0
1191655,485865,0,1,1,0,1,0,0,0,0,0
1191656,485865,0,1,1,6,1,0,0,0,0,0
1191657,485865,0,1,1,6,1,0,0,0,0,0
1191658,485865,0,1,1,6,1,0,0,0,0,0
1191659,485865,0,1,1,6,1,0,0,0,0,0
1191660,485865,0,1,1,6,1,0,0,0,0,0
1191661,485865,0,1,1,6,1,0,0,0,0,0
1191662,485865,0,1,1,6,1,0,0,0,0,0
1191663,485865,0,1,1,6,1,0,0,0,0,0
1191664,485865,0,1,1,6,1,0,0,0,0,0
1191665,485865,0,1,1,6,1,0,0,0,0,0
1191666,485865,0,1,1,6,1,0,0,0,0,0
1191667,485865,0,1,1,6,1,0,0,0,0,0
1191668,485865,0,1,1,6,1,0,0,0,0,0
1191669,485865,0,1,1,6,1,0,0,0,0,0
1191675,436919,0,1,1,0,1,0,0,0,0,0
1191778,485865,0,1,1,6,1,0,0,0,0,0
1191779,485865,0,1,1,6,1,0,0,0,0,0
1191782,485865,0,1,1,6,1,0,0,0,0,0
1191784,436919,0,1,1,6,1,0,0,0,0,0
1191785,436919,0,1,1,6,1,0,0,0,0,0
1191799,436919,0,1,1,6,1,0,0,0,0,0
1191800,436919,0,1,1,6,1,0,0,0,0,0
1191801,436919,0,1,1,6,1,0,0,0,0,0
1191802,436919,0,1,1,6,1,0,0,0,0,0
1191803,436143,0,1,1,7,1,0,0,0,0,0
1191804,436143,0,1,1,7,1,0,0,0,0,0
1191805,436143,0,1,1,7,1,0,0,0,0,0
1191806,436143,0,1,1,7,1,0,0,0,0,0
1191807,436143,0,1,1,7,1,0,0,0,0,0
1191808,436143,0,1,1,7,1,0,0,0,0,0
1191809,436143,0,1,1,7,1,0,0,0,0,0
1191810,436143,0,1,1,7,1,0,0,0,0,0
1191811,436143,0,1,1,7,1,0,0,0,0,0
1191812,436143,0,1,1,7,1,0,0,0,0,0
1191813,436143,0,1,1,7,1,0,0,0,0,0
1191814,436143,0,1,1,7,1,0,0,0,0,0
1191815,436143,0,1,1,7,1,0,0,0,0,0
1191816,436143,0,1,1,7,1,0,0,0,0,0
1191817,436143,0,1,1,7,1,0,0,0,0,0
1191818,436143,0,1,1,7,1,0,0,0,0,0
1191819,436143,0,1,1,7,1,0,0,0,0,0
1191821,436143,0,1,1,7,1,0,0,0,0,0
1191825,436919,0,1,1,6,1,0,0,0,0,0
1191826,436919,0,1,1,6,1,0,0,0,0,0
1191827,436143,0,1,1,7,1,0,0,0,0,0
1191828,436143,0,1,1,7,1,0,0,0,0,0
1191829,436143,0,1,1,7,1,0,0,0,0,0
1191830,436143,0,1,1,7,1,0,0,0,0,0
1191831,436143,0,1,1,7,1,0,0,0,0,0
1191832,436143,0,1,1,7,1,0,0,0,0,0
1191833,436143,0,1,1,7,1,0,0,0,0,0
1191834,436143,0,1,1,7,1,0,0,0,0,0
1191835,436143,0,1,1,7,1,0,0,0,0,0
1191836,436143,0,1,1,7,1,0,0,0,0,0
1191837,436143,0,1,1,7,1,0,0,0,0,0
1191838,436143,0,1,1,7,1,0,0,0,0,0
1191839,436143,0,1,1,7,1,0,0,0,0,0
1191840,436143,0,1,1,7,1,0,0,0,0,0
1191841,436143,0,1,1,7,1,0,0,0,0,0
1191842,436143,0,1,1,7,1,0,0,0,0,0
1191843,436143,0,1,1,7,1,0,0,0,0,0
1191883,436919,0,1,1,6,1,0,0,0,0,0
1191884,436919,0,1,1,6,1,0,0,0,0,0
1191926,436919,0,1,1,6,1,0,0,0,0,0
1191927,436919,0,1,1,6,1,0,0,0,0,0
1191928,436919,0,1,1,6,1,0,0,0,0,0
1191930,485865,0,1,1,6,1,0,0,0,0,0
1191931,485865,0,1,1,6,1,0,0,0,0,0
1191932,485865,0,1,1,6,1,0,0,0,0,0
1191933,485865,0,1,1,6,1,0,0,0,0,0
1191965,436919,0,1,1,6,1,0,0,0,0,0
1191966,436919,0,1,1,6,1,0,0,0,0,0
1191967,436919,0,1,1,6,1,0,0,0,0,0
1191968,436919,0,1,1,6,1,0,0,0,0,0
1191969,436919,0,1,1,6,1,0,0,0,0,0
1191970,436919,0,1,1,6,1,0,0,0,0,0
1191971,485865,0,1,1,6,1,0,0,0,0,0
1191972,485865,0,1,1,6,1,0,0,0,0,0
1191973,485865,0,1,1,6,1,0,0,0,0,0
1191974,485865,0,1,1,6,1,0,0,0,0,0
1191975,485865,0,1,1,6,1,0,0,0,0,0
1191976,485865,0,1,1,6,1,0,0,0,0,0
1191977,485865,0,1,1,6,1,0,0,0,0,0
1191978,485865,0,1,1,6,1,0,0,0,0,0
1191979,485865,0,1,1,6,1,0,0,0,0,0
1191980,485865,0,1,1,6,1,0,0,0,0,0
1191981,485865,0,1,1,6,1,0,0,0,0,0
1191995,436919,0,1,1,6,1,0,0,0,0,0
1191996,436919,0,1,1,6,1,0,0,0,0,0
1191997,436919,0,1,1,6,1,0,0,0,0,0
1191998,436919,0,1,1,6,1,0,0,0,0,0
1191999,436919,0,1,1,6,1,0,0,0,0,0
1192000,436919,0,1,1,6,1,0,0,0,0,0
1192001,436919,0,1,1,6,1,0,0,0,0,0
1192002,485865,0,1,1,6,1,0,0,0,0,0
1192003,485865,0,1,1,6,1,0,0,0,0,0
1192004,485865,0,1,1,6,1,0,0,0,0,0
1192005,485865,0,1,1,6,1,0,0,0,0,0
1192006,485865,0,1,1,6,1,0,0,0,0,0
1192007,485865,0,1,1,6,1,0,0,0,0,0
1192008,485865,0,1,1,6,1,0,0,0,0,0
1192009,485865,0,1,1,6,1,0,0,0,0,0
1192100,485865,0,1,1,6,1,0,0,0,0,0
1192101,436919,0,1,1,6,1,0,0,0,0,0
1192102,436919,0,1,1,6,1,0,0,0,0,0
1192103,436919,0,1,1,6,1,0,0,0,0,0
1192104,436919,0,1,1,6,1,0,0,0,0,0
1192105,436919,0,1,1,6,1,0,0,0,0,0
1192106,436919,0,1,1,6,1,0,0,0,0,0
1192107,485865,0,1,1,6,1,0,0,0,0,0
1192108,485865,0,1,1,6,1,0,0,0,0,0
1192109,485865,0,1,1,6,1,0,0,0,0,0
1192110,485865,0,1,1,6,1,0,0,0,0,0
1192111,485865,0,1,1,6,1,0,0,0,0,0
1192222,436143,0,1,1,7,1,0,0,0,0,0
1192223,436143,0,1,1,7,1,0,0,0,0,0
1192224,436143,0,1,1,7,1,0,0,0,0,0
1192225,436143,0,1,1,7,1,0,0,0,0,0
1192226,436143,0,1,1,7,1,0,0,0,0,0
1192227,485865,0,1,1,6,1,0,0,0,0,0
1192228,485865,0,1,1,6,1,0,0,0,0,0
1192229,485865,0,1,1,6,1,0,0,0,0,0
1192230,485865,0,1,1,6,1,0,0,0,0,0
1192231,485865,0,1,1,6,1,0,0,0,0,0
1192233,485865,0,1,1,6,1,0,0,0,0,0
1192234,485865,0,1,1,6,1,0,0,0,0,0
1192235,485865,0,1,1,6,1,0,0,0,0,0
1192236,485865,0,1,1,6,1,0,0,0,0,0
1192239,436143,0,1,1,7,1,0,0,0,0,0
1192240,436143,0,1,1,7,1,0,0,0,0,0
1192241,436143,0,1,1,7,1,0,0,0,0,0
1192242,436143,0,1,1,7,1,0,0,0,0,0
1192243,436143,0,1,1,7,1,0,0,0,0,0
1192244,436143,0,1,1,7,1,0,0,0,0,0
1192245,436143,0,1,1,7,1,0,0,0,0,0
1192246,436919,0,1,1,6,1,0,0,0,0,0
1192247,436919,0,1,1,6,1,0,0,0,0,0
1192248,436919,0,1,1,6,1,0,0,0,0,0
1192250,436919,0,1,1,6,1,0,0,0,0,0
1192251,436143,0,1,1,7,1,0,0,0,0,0
1192252,436919,0,1,1,6,1,0,0,0,0,0
1192253,436143,0,1,1,7,1,0,0,0,0,0
1192254,436143,0,1,1,7,1,0,0,0,0,0
1192255,436143,0,1,1,7,1,0,0,0,0,0
1192256,436143,0,1,1,7,1,0,0,0,0,0
1192257,436143,0,1,1,7,1,0,0,0,0,0
1192258,436143,0,1,1,7,1,0,0,0,0,0
1192259,436143,0,1,1,7,1,0,0,0,0,0
1192260,436143,0,1,1,7,1,0,0,0,0,0
1192261,436143,0,1,1,7,1,0,0,0,0,0
1192262,436143,0,1,1,7,1,0,0,0,0,0
1192263,436143,0,1,1,7,1,0,0,0,0,0
1192264,436143,0,1,1,7,1,0,0,0,0,0
1192265,436143,0,1,1,7,1,0,0,0,0,0
1192266,436143,0,1,1,7,1,0,0,0,0,0
1192267,436143,0,1,1,7,1,0,0,0,0,0
1192268,436143,0,1,1,7,1,0,0,0,0,0
1192271,436919,0,1,1,6,1,0,0,0,0,0
1192272,436919,0,1,1,6,1,0,0,0,0,0
1192273,436919,0,1,1,6,1,0,0,0,0,0
1192275,485865,0,1,1,6,1,0,0,0,0,0
1192277,485865,0,1,1,6,1,0,0,0,0,0
1192278,485865,0,1,1,6,1,0,0,0,0,0
1192279,485865,0,1,1,6,1,0,0,0,0,0
1192280,485865,0,1,1,6,1,0,0,0,0,0
1192281,485865,0,1,1,6,1,0,0,0,0,0
1192282,485865,0,1,1,6,1,0,0,0,0,0
1192336,436919,0,1,1,6,1,0,0,0,0,0
1192353,436919,0,1,1,6,1,0,0,0,0,0
1192360,485865,0,1,1,6,1,0,0,0,0,0
1192365,485865,0,1,1,6,1,0,0,0,0,0
1192366,485865,0,1,1,6,1,0,0,0,0,0
1192367,485865,0,1,1,6,1,0,0,0,0,0
1192370,485865,0,1,1,6,1,0,0,0,0,0
1192371,485865,0,1,1,6,1,0,0,0,0,0
1192372,485865,0,1,1,6,1,0,0,0,0,0
1192373,485865,0,1,1,6,1,0,0,0,0,0
1192374,485865,0,1,1,6,1,0,0,0,0,0
1192375,485865,0,1,1,6,1,0,0,0,0,0
1192376,485865,0,1,1,6,1,0,0,0,0,0
1192379,485865,0,1,1,6,1,0,0,0,0,0
1192380,485865,0,1,1,6,1,0,0,0,0,0
1192381,485865,0,1,1,6,1,0,0,0,0,0
1192435,436143,0,1,1,7,1,0,0,0,0,0
1192436,436143,0,1,1,7,1,0,0,0,0,0
1192437,436143,0,1,1,7,1,0,0,0,0,0
1192438,436143,0,1,1,7,1,0,0,0,0,0
1192439,436143,0,1,1,7,1,0,0,0,0,0
1192440,436143,0,1,1,7,1,0,0,0,0,0
1192441,436143,0,1,1,7,1,0,0,0,0,0
1192442,485865,0,1,1,6,1,0,0,0,0,0
1192443,485865,0,1,1,6,1,0,0,0,0,0
1192444,485865,0,1,1,6,1,0,0,0,0,0
1192445,485865,0,1,1,6,1,0,0,0,0,0
1192446,485865,0,1,1,6,1,0,0,0,0,0
1192449,485865,0,1,1,6,1,0,0,0,0,0
1192450,485865,0,1,1,6,1,0,0,0,0,0
1192451,485865,0,1,1,6,1,0,0,0,0,0
1192484,485865,0,1,1,6,1,0,0,0,0,0
1192485,485865,0,1,1,6,1,0,0,0,0,0
1192486,485865,0,1,1,6,1,0,0,0,0,0
1192918,436143,0,1,1,7,1,0,0,0,0,0
1192919,436143,0,1,1,7,1,0,0,0,0,0
1192920,436143,0,1,1,7,1,0,0,0,0,0
1192921,436143,0,1,1,7,1,0,0,0,0,0
1192922,436143,0,1,1,7,1,0,0,0,0,0
1192923,436143,0,1,1,7,1,0,0,0,0,0
1192924,436143,0,1,1,7,1,0,0,0,0,0
1192925,436143,0,1,1,7,1,0,0,0,0,0
1192926,436143,0,1,1,7,1,0,0,0,0,0
1192927,436143,0,1,1,7,1,0,0,0,0,0
1192928,436143,0,1,1,7,1,0,0,0,0,0
1192929,436143,0,1,1,7,1,0,0,0,0,0
1192930,436143,0,1,1,7,1,0,0,0,0,0
1192931,436143,0,1,1,7,1,0,0,0,0,0
1192932,436143,0,1,1,7,1,0,0,0,0,0
1192933,436143,0,1,1,7,1,0,0,0,0,0
1192934,436143,0,1,1,7,1,0,0,0,0,0
1192935,436143,0,1,1,7,1,0,0,0,0,0
1192941,436143,0,1,1,7,1,0,0,0,0,0
1192942,436143,0,1,1,7,1,0,0,0,0,0
1192943,436143,0,1,1,7,1,0,0,0,0,0
1192944,436143,0,1,1,7,1,0,0,0,0,0
1192945,436143,0,1,1,7,1,0,0,0,0,0
1192946,436143,0,1,1,7,1,0,0,0,0,0
1192947,436143,0,1,1,7,1,0,0,0,0,0
1192948,436143,0,1,1,7,1,0,0,0,0,0
1192949,436143,0,1,1,7,1,0,0,0,0,0
1192950,436143,0,1,1,7,1,0,0,0,0,0
1192951,436143,0,1,1,7,1,0,0,0,0,0
1193007,485865,0,1,1,6,1,0,0,0,0,0
1193008,485865,0,1,1,6,1,0,0,0,0,0
1193009,485865,0,1,1,6,1,0,0,0,0,0
1193010,436919,0,1,1,6,1,0,0,0,0,0
1193011,436919,0,1,1,6,1,0,0,0,0,0
1193012,436919,0,1,1,6,1,0,0,0,0,0
1193013,436919,0,1,1,6,1,0,0,0,0,0
1193014,485865,0,1,1,6,1,0,0,0,0,0
1193015,485865,0,1,1,6,1,0,0,0,0,0
1193016,485865,0,1,1,6,1,0,0,0,0,0
1193017,485865,0,1,1,6,1,0,0,0,0,0
1193063,485865,0,1,1,6,1,0,0,0,0,0
1193064,485865,0,1,1,6,1,0,0,0,0,0
1193065,485865,0,1,1,6,1,0,0,0,0,0
1193066,485865,0,1,1,6,1,0,0,0,0,0
1193067,485865,0,1,1,6,1,0,0,0,0,0
1193068,485865,0,1,1,6,1,0,0,0,0,0
